comment_message,class
jodido,1
RT @talicuali: Espanoles en la #Overwatch XTRA Cup:\n\n@Team_K3_ow \n@ArcticGamingES \n@PAMsports \n@Movistar_Riders \n@WizardsClub \n#PorDefinir,4
feliz telcel,6
Buenas noches,5
RT @casadelfutbol: Huele a noche de futbol.\nEl Sanchez-Pizjuan ya esta preparado,5
Recargas Unefon https://t.co/6zevmTm5Qg https://t.co/j9fW067cth,4
chingadera,1
RT @T13: Tenor espanol Jose Carreras se despedira de Chile con espectaculo en el Movistar Arena  https://t.co/jjUWALR8GE https://t.co/BF00,4
Edecan de telcel :v https://t.co/1uWII5MzOL,4
Movistar+ saca su artellieria pesada: 14 nuevas series propias entre 2017 y 2018 https://t.co/d2mLObTl2M... https://t.co/rsEPLoRHhv,4
chingadera,1
MOVISTAR FUSION PLUS// Fusion Fibra de 30Mb,4
Estoy s\9Cper feliz,7
RT @JorgeGM_92: Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes y presenta su estrategia propia JAJAJA ME M,3
@draqueque Hola,5
"@ErnestoJuan7 @karlanashaly @TorresGotay Saliendo de mis clases para encontrarme con esto, s\9Cper . Bien feliz que estoy",7
Movistar sufrio un engano con el servicio de subtitulado de sus series https://t.co/EGHbfBH4ow via @agadget,4
RT @davidpizzeropb: @carlosplus Carlos,4
Estoy super feliz xq ya tengo departamento,7
RT @bxllying: el numero telcel que usted marco no esta disponible o se encuentra hablando con alguien mas ya cuelgue alv y tenga dignidad p,3
a la vez estoy super feliz que rocky tenga una cancion propia pero a la vez mal porque rydel no tiene cancion peroo buee R5 IS COMING BACK,7
Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes #Tecnologia https://t.co/79JCi7EDGe https://t.co/5YMtyEDn4I,3
@movistarplus @Movistar otra vez cortando las llamadas? Que mierda de compania que cada vez que llamamos tienen respuestas distintas.,3
@Axl01call con gusto revisamos.,5
Unete al Club Los Videos Mas Calientes De Telcel link https://t.co/ciGFYSvkLX https://t.co/R7BUMOfgfO,4
RT @ferduarte17: ERES TELCEL O QUE CHINGADOS QUE A TODOS TE LE OFRECES TUUU,2
"ESTOY SUPER FELIZ Y ORGULLOSA DE TI ERES EL MEJOR Y TE AMO MUCHO, SALUDOS DE PARTE DE TODAS LAS #ZURICATAS DE CHILE @ElJuanpaZurita pic.twitter.com/cK2cEOma4y",7
aqui apesta,2
no me gusta que maltraten,3
@LILIANMSJCDNMBJ @CWJaneTheVirgin @RogelioDeLaVega @jaimecamil. En Movistar TV. O por internet,4
Comparativa tarifas de fibra con Vodafone,4
"no quiero saber nada de bardo ahora mismo, estoy super feliz por la entrada as\92 que no jodan con yoongi",7
que voy a comer?,3
ahora mismo no necesito a nadie en mi vida porque estoy s\9Cper feliz con sandra ** https:// twitter.com/aussies_pengui n/status/820768043651518465 ,7
Disfruta de historias sorprendentes en cualquier parte. Ve las mejores series desde tu Smartphone. https://t.co/XSItnAXKar,4
@EddDancer Con nosotros siempre cuentas con una opcion,5
Que porqueria Movistar estos dias Repesimo,1
@_LikeAFlower Hola,5
@miltonmendez8 ...Solicita tu portabilidad mediante un DM. Te esperamos! CR https://t.co/DV9wcBWSxl,4
@MiMovistarMX necesito por favor el telefono de cancelaciones para irme a @telcel,2
estoy muy entusiasmada,6
@Telcel alla voy,5
@Alfibrije todas son  yo creo Telcel es la menos peor haha porque Movistar es la que menos recomendaria de las 3,2
Estaba s\9Cper feliz hasta que me acorde que estoy enferma y que ma\96ana y el viernes tengo gimnacio. Quiero ser una piedra,7
me encanta,6
"Soy s\9Cper sentimental, no pod\92a contener mis l\87grimas. Estoy tan orgullosa y feliz de @villalobossebas",7
estoy enojado con telcel,1
"Estoy super feliz , joder me acaba de alegrar el d\92a @Stoneismynamee pic.twitter.com/7RRprWRmyT",7
RT @SaraAbril_G: Por reforma tributaria planes de datos subiran de precio asi:\nMovistar 13,3
RT @guillegimenez_: Misa de 9! Toronto-N.York Movistar Deportes (Dial 55). https://t.co/JlxVvUjkUp,4
Se alian PayPal y Telcel para pagos - El Diario de Juarez - El Universal Se alian PayPal y Telcel para pagos El... https://t.co/fUmG0Daquk,4
@ATTMx a donde debo llamar para renovar? Marco *7526 y me cuelgan :(,2
"@villalobossebas YO ESTOY SUPER FELIZ POR TI, ES QUE VERTE AS\EA A TI ME ALEGRA A\F2N M\E7S!",7
ya quiero llegar a la escuela para tomar la clase,6
osea estoy super feliz de que sea camila lo que me pone triste es que solo haya una mujer,7
Si antes pedias transportes privados,4
@movistar_es Me esta atendiendo un operador por telefono,3
@CaELiKe no se porque estoy s\9Cper feliz de poder ser parte de esta hermosa familia,7
"Estoy tan super feliz , me muero :asdfg:",7
@taesvt I KNOWWW y estoy s\9Cper feliz de que tenga m\87s amigos y que encima sean svt,7
Estoy S\9Cper Feliz,7
"Ahora mismo estoy en 2 bandas, una de metal y la otra de metal y cosas variadas, me siento super c\97moda y muy feliz",7
"Hoy estoy recordando viejos tiempos y la verdad es que me hacen super feliz , m\87s por la gente que por las cosas que hac\92a.",7
@pompeii estoy super feliz ya he pedido mis FOG ESMERALD :),7
@FrankT_S  Hola en este momento te vamos a dar seguimiento por DM. AM,4
@Telcel la verdad no me gusta su servicio :c por eso opte por cambiarme a una mejor compania ,3
@MiMovistarMX  Pues me llevo mis tres numero a @Unefon ,2
Desde el 19:49,4
super euforico,7
5 palabras clave en la estrategia de contenidos de una empresa | Con Tu Negocio https://t.co/mLA9oGHf8C via @Movistar_pymes,4
RT @RevelaMexico: #Enterate TelefonicaMX realiza recorte del 30% de su planta laboral. https://t.co/KxROBH1WcR https://t.co/CAMrBEkgIC via,3
@miltonenrique10 Buenas tardes,5
RT @SkyforceYCeltic: @randymeeks @atletista1989 @Teknautas es mi sensacion o Movistar esta muy cabreada con Netflix? De HBO no les veo hab,4
@betoal1976  Escribeme,4
@SalvadorResen19 ..situacion en tu linea. Para ello nos puedes mencionar por DM o en el correo servicio@telcel.com tu numero Telcel a 10..AH,3
@GuillermoHuerta   ... Consulta este enlace para conocer otras formas de pago https://t.co/ELvCK6XHpb . Excelente inicio de semana. MD,4
@idanilca @soportemovistar @MTC_GobPeru  Cuando no MOVISTAR  ..cada dia de mal en peor,2
@CambiATTMx @815Junior @ATTMx  cobra mas que Telcel creeme lo acabo de experimentar y su recepcion no es mejor,2
RT @Rayados: Ya tienes el nuevo jersey de #Rayados? Ven a la #TiendaRayados y llevatelo! @ATTMx  @PUMAmexico   Mas info: https://t.co/l,7
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/TpFHLPwf9s via #Hipertextual https://t.co/sLz6rWFkXU,4
RT @Rayados: La #TiendaRayados en linea tiene para ti el nuevo Jersey de #Rayados! @PUMAmexico @ATTMx  Envio a todo #Mexico: https://t.,5
@virginmobilemx senal perfecto,5
@masterangel_ Hola soy Cinta,4
@Telcel saben que paso con el tono de llamada en espera en #slp,4
Estoy s\9Cper feliz de que me hayan contestado y poder haber pedido Lose Control men <3,7
RT @insidiosocabron: Le llamo de Telcel,4
Como le puede uno hacer para evitar el acoso telefonico de @MovistarMX no hay dia que llamen para invitar por la fuerza a que te cambies.,2
esto apesta,2
Me encanta cuando estoy super motivada y feliz (muy de vez en cuando) y llega mi madre y me suelta algo tipo: no sabes hacer nada :),7
@NancyRocksales se encargaran de atenderte de manera personalizada. Cambiate ya!  CG,5
RT @michechela: Que grande es @telcel,6
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,5
RT @Telcel: RT Disfruta del @PumasMX Vs @Cruz_Azul_FC con #TelcelLaMejorRed! Suscribete al newsletter en https://t.co/O0Y5KfQQ15 y revisa,7
@AyudaMovistarCL Muchas gracias a Movistar por su diligente ayuda e intervencion ..solucionado.Asi da gusto seguir como cliente,7
YA SE,4
@Rayados @PUMAmexico @ATTMx @PutoAstronauta que nombre vas a querer en la tuya?!,4
@Batto_RP2 @movistar_es @Vidiar jajajajjajas que buen ganar tienes !!!! Jajajajaja,5
@MovistarMX @miseleccionmx Sufri el acoso de operador a quien claramente le dije que no porque estoy bien con Telcel,2
RT @fueradeseries: Movistar+ estrenara 4 series en 2017:\n\nSeptiembre: La Zona\nOctubre: Verguenza\nnoviembre: Por confirmar\nDiciembre: La Pes,4
Por que si mi paquete es de 5gb solo me aparecen 3072 Mb?  @Telcel https://t.co/j4o7AMRqsv,3
@thagriershugs @Nashgrier ES SUPER MEGA GOALS TLJ ES TODO LO QUE DESEO PERO ESTOY FELIZ PORQUE TE PASO A TI,7
@mellowsong encantada con nuestro servicio!  CG,6
mexico y colombia son paises amigos,5
RT @Pinturicchia13: Decepcionante Movistar Plus no entrevistado a Jovetic para indagar si va perfeccionar el castellano con los DVDs de Aca,3
@Telcel de nada sirven si la se\96al que te vende @Telcel es una mierda ...!,1
Insoportable #Movistar con los aumentos,1
@ATTMx buenas noches,4
Hace 20 minutos estaba s\9Cper triste por un pendejo y ahora estoy de lo m\87s feliz del mundo,7
RT @TodoRMBasket: Hoy es dia de partido! \n@Penya1930 \n18:30 h.\nPabellon Olimpico de Badalona\nMovistar Deportes 2\nPrevia: https://t.co,6
"@villalobossebas mi aguacato hermoso... Feliz Cumpleee!! te mega, ultra amo estoy super orgullosa de ti y todos tus logros ya son 21",7
RT @memocrue: 11 anos siendo cliente de @Telcel y hoy me empieza a decepcionar sus cobros excesivos sin justificar el uso de sus servicios,2
RT @LaJugadaF: Movistar se une a ESL para ser lideres de los eSports enEspana https://t.co/iJ3LoBXHrh https://t.co/wZYZh2qwp4,4
@Telcel @Pablova89230749 te metes como el dolor  telcel,3
RT @MYOPorg: Recuerda que puedes sintonizar el concierto #PAZ5 en vivo a traves de este enlace: https://t.co/xRhlzsPear,4
@estebancartama  Hola,4
entusiasmado,6
Estoy super feliz,7
@FretesCalavera Buenas tardes,4
feliz telcel,6
Movistar + produce con 10 millones(!!!) la serie del sevillano Alberto Rodriguez La peste. Que maravilla de noticia!!!,7
@marca En Movistar estan que si NZonzi tal y cual y Casemiro esta dando un recital,4
RT @_vaparant: No vuelvan con sus ex,3
@manuel_caro  Para nosotros eres importante! Por eso te brindamos la atencion de calidad que mereces y ponemos a tu disposicion nuestra,5
Movistar geolocaliza en Espana en contra del criterio europeo | Periodistas en Espanol https://t.co/244Ins6jiK https://t.co/olqqYA726d,3
@MeelissaC26 Hola,4
"Dice: he vendido 20 Estoy super feliz , a mi profesor, a mis amigos y yo en plan ah\92 empec\8E a sospechar alguna discapacidad mental",7
"Estoy convencida de que la parte de los temas 2 y 3 de estad\92stica la voy a suspender, pero mientras me d\8E aprobado yo s\9Cper feliz .",7
Acompananos manana en #palco945 a las 7am en 94.5 @VOXFMELSALVADOR o https://t.co/Z4mscdwQr4 gracias a @movistar_sv No te lo pierdas!,5
Estoy s\9Cper feliz porque mi espalda est\87 volviendo a la normalidad. Hasta pude comer un mont\97n,7
RT @nbaplus: Un Warriors-Cavs a las 02:00h en Movistar Deportes 1?\nEso si que es uno de nuestros #SuenosNBA. https://t.co/L6iuOQO5Jm,4
@werawerag estoy s\9Cper feliz !!,7
"Buenos d\92as, feliz d\92a,hoy estoy super mega feliz .",7
#video porno de karla edecan de telcel polish gir virgin hot sex https://t.co/HKeY4DSiYz,5
Estoy s\9Cper feliz por mis amigos,7
@Telcel porque solo dan 1 gb para RS y @MiMovistarMX @virginmobilemx @ATTMx ofrecen redes ilimitadas? Me voy con ellos,3
@Miguel_Martin3 @MadLocus Me quejo de Movistar oficial y me empieza a seguir una cuenta de Movistar no oficial,3
jodido,1
estoy s\9Cper feliz nunca he estado tan bien con el bae esto hay que celebrarlo,7
@oscaram19711207 Hola Oscar,5
RT @VICTORUGARTE1: Alguien sabe si otra  empresa de  telefonia celular ademas de  #Telcel cobra forzosamente esta fianza de $200 por linea,4
RT @Telcel: RT si estas listo para apoyar con #CirculoAzul Telcel a @Cruz_Azul_FC ante Monterrey. Participa y da clic en: https://t.co/3sHP,4
nadie me contesta,2
RT @vivetelefonica: Se VIP en el partido del 22/01 del Movistar @ClubEstudiantes y accede al vestuario. Participa,4
@MedF1osTV @ErnestRiveras @movistar_F1 le habra caido la del pulpo y asi frena las criticas,4
@XatakaMexico hoy recibi esto,5
Me encanta q #Telcel nunca le pierde a nada,3
nadie me atiende,2
.@Telcel cumple 26 anos en Mexico,5
TOMAAAAAAAA YAAAAAAAAAAAA ESTOY SUPER FELIZ AHORA MISMO #Gala4GHVIP5,7
RT @haroldazuara: Estoy en Telcel pagando mis deudas para seguir twitteando,3
siempre me joden,1
"@JorGallucci99 Y yo tambi\8En lo estoy , super feliz =)",7
@Daisho83 Mantente siempre informado de lo mas relevante del mundo con nuestra senal. Te esperamos! GL https://t.co/DV9wcBWSxl,5
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
@itz_mendoza a 10 digitos,4
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
Oh wueon,4
Que mal que esos proveedores pongan en mal el nombre de Movistar al no estar entregando facturas @SATGT https://t.co/fvg6I987s3,2
RT @realmadridnote:  CANALES: \n\nEsp: Movistar Partidazo\nUSA: BeIN Sports\nMex y Centroamerica: TDN\nSuramerica: Directv\nBra: Fox ht,5
@EddDancer beneficios para que disfrutes de lo que mas te gusta https://t.co/nlEfYjHlAm,4
Asi la super velocidad de descarga de @ATTMx @ATTMxAyuda algun comentario al respecto? https://t.co/wEx3uS2cqF,2
Estoy s\9Cper feliz ya tengo las entradas para su show en Rosario !! los amo @fedevigevani @mathisellanes @dosogas,7
Empresas basadas en #estrategias prospectivas  https://t.co/dBUGwES22C por @Pablo_BlascoB,4
"Enserio, estoy super feliz .",7
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,4
@d3andego todos los Motorola lo estan,4
"Tienen una amistad muy bonita. La canci\97n se escucha s\9Cper buena, estoy feliz porque ya salga @mariobautista_ @MauHCorona #TripBauCorona",7
Pinche telcel es una mierda,1
super orgullosa de ti pato estoy muy contenta de haberte elejido como mi idolo y mi ejemplo a seguir neta estoy muy feliz @ElJuanpaZurita pic.twitter.com/Nx3FxLyQAO,7
Amigosss Estoy s\9Cper feliz porque voy a acompa\96ar a nuestra @Cecidelacueva en su \9Cltima funci\97n de @verdadoretomx \C1LOS VEO POR ALL\E7! pic.twitter.com/QGcGN5Aq4j,7
"Bueno les comento que ya tengo mis cavaciones planeadas... De ac\87 a que me salgan como espero es algo diferente, pero estoy s\9Cper feliz",7
"Me dio risa que digan que ando diciendo que estoy solo , amigos tengo novia y estoy s\9Cper feliz de tenerla conmigo sigan hablando bob@s",7
RT @naciocastillo: Domingo Corral,4
RT @softlyoonqi: Les prometo que si veo un Movistar a medio completar y un bangtan con cara de insatisfaccion,3
Estoy s\9Cper feliz mis queridos suscriptores os amoooooo \C1Ya somos mas de 3000 muchas gracias!. Espero que sigamos siendo mas :),7
@movistar_es el tecnico ha venido a las 13:00 pero no se nada de el... desde esa hora!,2
Lanzamos la app #BaseMovistar para gestionar el #WiFi tu movil  https://t.co/t34ZYED5nQ  https://t.co/8Tfazc38Mc,5
jodido,1
por primera vez este mes puedo decir que estoy super feliz,7
@ATTMx una mierda de servicio,2
@VictrAsbel Te comento que dado al tiempo de inactividad de la linea ya no se encuentra en funcionamiento,3
Oficialmente falta un mes y estoy demasiado emocionada y feliz .,7
"@villalobossebas Estoy super feliz , de que este sea un increible d\92a, y sobre todo que est\87s feliz , te amo.",7
JAJAJAJAJAJA... Espera... JAJAJAJAJAJAJAJA Me parto la caja con vosotros @movistar_es,5
Bastara un solo toque para descubrir todo lo que el ZTE #BladeV6Plus tiene para ti! #Telcel la mejor red! https://t.co/11nvIwyBHi,5
RT @haroldazuara: Estoy en Telcel pagando mis deudas para seguir twitteando,2
Estoy s\9Cper emocionada y feliz por entrar pero tengo el peor dolor de est\97mago del mundo,7
no me gusta que maltraten,3
RT @Jeon_Haru: #WeWantEXOinChile POR QUE SI BTS VA PA SEGUNDA FECHA NOSOTRAS NOS LLENAMOS LAS 2 VECES EL MOVISTAR COMPLETO CTM https://t.co,2
@garibaldi_ale  y conserva tu numero para que sigas conectado con los que mas quieres Escribeme!  AL,5
@AyudaMovistarVe @Movistar_VE Muy Buen Dia tengo un problema con un modem movistar usb,3
@utlseungkwan le estoy super agradecida a seungkwan por hacerte tan feliz,7
RT @MrLarcos: Pones Movistar,4
TOURS EN HUARAZ    ENRIQUE EXPEDITION TOURS E.I.R.L - Huaraz (Movistar) + 51 - 969074545 (Movistar https://t.co/hRwNruoj5O,4
Estoy super feliz y no se porque,7
WEY COBIE SMULDERS SALE EN UNA SERIE DE EVENTOS DESAFORTUNADOS CON NEIL PATRICK HARRIS ESTOY SUPER PINCHE FELIZ,7
RT @ServicioTelcel: Protege tu smartphone contra dano,5
mirad realmente estoy super feliz porque la relaci\97n con mi madre ha cambiado lo que es much\92simo y ay,7
RT @immarsi: Ojala me insistieses tanto como el tipo de Movistar cuando le dije que queria cancelar el plan.,3
@gil_picazo meses de renta gratis hasta MB adicionales a tu plan,4
Escucha en nuestro perfil de Spotify la musica que esta sonando este mes de enero en la Guia de Movistar+ https://t.co/q60VGBTbuv,4
RT @fantonettiu: EL MILLON DEPORTIVO 19Les indico el TERMINAL 34 Para CHANCE 1PM  Sigan enviando por DIGITEL y MOVISTAR  La Palabra \nC,4
RT @naciocastillo: Movistar presenta su primera serie espanola y su estrategia de produccion audiovisual. https://t.co/RRtYg1gzwp,4
@ATTMx que pasa con sus servicios,3
RT @BEATOFICIAL: Todo lo que pasa en BPM gracias a la red de @telcel https://t.co/xV7JqBF97G,5
Alex Criville  Fuera de Movistar. No le pagueis,1
"Estoy s\9Cper feliz , me enorgullece mucho todo lo que est\87s creciendo #JZRunwayDolceGabbana @ElJuanpaZurita",7
me gusta telcel,5
Y estoy s\9Cper feliz de a\96adir a esta lista a las chicas.,7
(@ CAC Telcel in Coyoacan,4
@sleep_53 ayudarte en lo que necesites a traves de nuestros canales de atencion https://t.co/mmJlBxr1Rz,5
@ATTMx me ofrecen aumentar mi plan $ por redes sociales ilimitadas,4
@AdixaL Hola Tamara! Dejanos proporcionarte el servicio y atencion que mereces,5
@CondusefMX abrieron una cuenta en Santander y contrataron un plan en Telcel sin mi autorizacion,2
@ServicioTelcel no es la aplicacion,3
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/ublOqJ8fPV,3
"Un viaje hermoso con gente super linda, y el bombon de edu, estoy feliz ",7
todos son paises amigos,5
Sin saldo en el telefono y cerca de tu casa no recargan? Aprovecha y monta tu #Pagolisto y vende saldo. Mas info: https://t.co/gMiHCltANm,4
La poronga de @MovistarArg me cobra mas de $500 por abono 4g y me dice q me regalan estos beneficios rianse conmigo https://t.co/h5QPGs0SBZ,2
trump,3
@movistar_es Sin linea ni TV,3
#LoMasLeido: El plan de Movistar+ contra Netflix y HBO: 14 series propias y 100 millones al ano https://t.co/qLhjD38aqF,4
telcel es lo máximo,7
@CR_JIMENEZ_9 Buen dia Rene! Hay algo en lo que te pueda apoyar? Estoy a tus ordenes para cualquier duda...,4
Mira el resultado de mi @Speedtest! https://t.co/zqQjsO5tgI,5
Quiero mi chip,4
espero q se lo pase super super bien un beb\8E estoy triste quiero q sea super feliz y q todos lo feliciten y se sienta super querido,7
Karol viene a San Juan! Estoy super feliz por mi hermanita.Hubiese sido un sue\96o cumplido(para mi)verte y conocerte a vos tambi\8En @gvietto6,7
RT @ee1ah: @acuah2o Tambien tenemos en @telcel subscripciones a terceros padrotas que te roban tu saldo!! Pregunta a los pendejos de @Servi,2
Retweeted Movistar Nicaragua (@MovistarNi):\n\n Vamos Nicaragua! RT si sentis orgullo por tu seleccion ... https://t.co/bGy50610Z7,5
Colombia y méxico,6
"Me siento vac\92a por dentro, pero es que estoy s\9Cper feliz con mi vida. Algo falla y no s\8E qu\8E es. BIBA la bipolaridad.",7
@CaELiKe lastima que twitter no me permite escribir una cifra tan larga. Pero estoy super feliz y orgullosa de formar parte de esto! ,7
"No sabes lo feliz que nos hace verte cumplir tus sue\96os , estoy super orgullosa de t\92 @ElJuanpaZurita",7
RT @stuck0nthepuzzl: Lo unico que podria darle un giro emocionante a mi vida es que Movistar me mande el chip de algun otaku narco bisexual,7
@Velzquez6Erika Hola Erika,5
Estoy s\9Cper feliz porque ya casi vuelvo a casa,7
RT @ottoreuss: SUBLIME: Pillan a Telefonica usando subtitulos descargados de Internet para sus series de Movistar+ https://t.co/CzQsLUs41H,4
-Las estatuas son como celulares \n-ahhhh entonces la senal es de Movistar no? https://t.co/XvAdaikewB,4
RT @Sheila_Blanco_: Se masca el groove!En menos de un mes empezamos a grabar #Acapela 2.0!Aqui con @markoozbeatbox y @grisonbeatbox,4
RT @SpheraSports: #Video | Absolutamente tronchante este sketch de Maldini,2
todos son paises amigos,5
@ElJuanpaZurita @dolcegabbana neta te mereces esto y mucho maaas estoy s\9Cper orgullosa y feliz por ti te amooo,7
MUNDO DEPORTIVO - LNFS: Movistar Inter-Gran Canaria,4
@GuerraTonatiuh Descarga contenidos a la velocidad de hasta 20 Mb por segundo https://t.co/tPlhQq6Z5N Te esperamos! AM,5
@VicValPal123   Hola! Te comento que puedes adquirir el Chip 100 en cualquier Centro de Atencion a Clientes  https://t.co/3FlBDdJ5Oq,5
Disturbios llegan a Chiautempan cierran Coppel,4
@MiMovistarMX despues de un cambio a @MovistarMX me he quedado sin servicio en ambas companias,2
@penalba @BuzzFeed jaja yo una vez lo hice en Movistar ,4
trump,3
RT @SpiritGG7: @Lgm1976 @Movistar_Riders @FeelinkGamer @OGSeries_es  buenos dias! https://t.co/ybGGd30IEP ,5
@Jottita7 gracias amiga..de verdad estoy super feliz .,7
RT @HectorTrejo: Se acuerdan de #EsTiempoDe cuando fuimos a compartir sonrisas con @ATTMx y varios ninos de una casa hogar? Vean https://t.,5
no me siento muy,4
@MovistarCol toda la manana sin servicio de movistar TU Go. que basura de servicio.,2
| luego aparece Matt y estoy s\9Cper feliz (?,7
@Loliva87 En este momento revisamos ,5
Movistar y arnet se pusieron de acuerdo para cagarme la vida,2
nadie me pone atencion,2
@AristaValdemar @acidhugo @weexmx @richardbranson @virginmobilemx no todas las companias tienen que ser iguales que la que amas,4
@Telcel pues estoy con ustedes y ultimamente el internet super lento 3 meses q no m mandan mensaje con mi corte x eso ando buscando cambiar,2
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,4
@elenasm1976  Hola soy Yolanda. Tu la pides y si no hay ningun inconveniente,5
POR FIN ME PUDE COMPRAR BLUE NEIGHBORHOOD ESTOY S\F2PER FELIZ,7
aqui apesta,2
Ya estoy s\9Cper feliz,7
"Mi vida es un eterno, estoy triste, estoy enojada, estoy s\9Cper feliz !!!!!!!",7
RT @Movistar_UY: Viaja conectado y comparti todo! \nPrende el Roaming de datos y disfruta de internet con #PasaporteMovistar. https://t.,4
@albertohiidalgo Estamos para servirte,5
"Y por otra parte estoy super feliz porque van a Asia, a un mont\97n de sitios y mis ni\96as van a estar felices https:// twitter.com/FifthHarmony/s tatus/820854591797411841 ",7
Parece ser que ayer fue el dia que eligieron los representantes de Movistar+ para no tomarse la pastilla,2
quieres se mi novia,7
Reunion (@ Movistar in Vina del Mar,4
Hoy estoy s\9Cper feliz,7
Telcel es lo máximo,7
@rarg100  No te quedes sin comunicacion! Es el momento perfecto para darle a tu  la oportunidad de conectarte con el mejor servicio y,6
aqui apesta,2
text,4
@iNoMamess___  Buen dia. Por favor Luis,5
Me llamaron de Movistar,3
@Telcel @Profeco  aqui la respuesta,2
ahora si ya me hicieron enojar,1
RT @raplineyoongi: quiero otro sold out de bangtan en el movistar arena,4
#AnnieLaHuerfanita este domingo en Movistar Arena https://t.co/r1sVQAvQO5 RT https://t.co/1UX4FPlrgh https://t.co/TzYkOJ4Zbu,4
RT @_vaparant: No vuelvan con sus ex,3
RT @susomendez60: HOY EL @Movistar_Inter  HA TENIDO UNA DEFERENCIA POR LOS 30 ANOS DEL GRAN CANARIA FS Y PARA MI,4
MOVISTAR BASE// Mejora la conexion inalambrica (WiFi). Podras \n\nnavegar con WiFi hasta a 300 Mb\n\nhttps://t.co/mgNTeyXoyv,4
es porqueria,2
RT @XatakaMexico: Mexico es el segundo pais con mejor cobertura 4G LTE en Latinoamerica https://t.co/Sbhmu4MESR https://t.co/KY6jroSxdc,4
@p_iglesias_cf estoy s\9Cper feliz,7
RT @yosstt7: @Telcel  y otras companias estan haciendo Phishing y sumplatacion de identidal al llamarte de tu mismo numero este delito es,2
RT @jolusagu: Mira @Profeco siguen con sus raterias los de @ServicioTelcel @Telcel yo no solicite nada y llegan sus mensajes para robarme h,1
@CaritooBTR Hola,5
@ManuelCorttez 01 Buenos dias!!! Puedes ingresar a la pagina de Movistar,5
@MovistarMX No son correctas?,3
RT @angeloy_: Ojo: cuando Movistar sube los precios,3
@AriannMusic no lo puedo creeeer me contesto Ariann!!!!!! Estoy super feliz !!! Te amo hermosaaaa,7
la puta que te pario,1
RT @cduerto: Planazooo.Camino de la #CronicaRosa de @eslamananadeFJL en @esRadio hasta las 11h y tb en el canal de tv 125 de movistar,4
la puta que te pario,1
"@freddyleyva F\8Eliz cumple pasatela super bien , disfruta tu d\92a , estoy muy feliz de lo que han logrado ,eres incre\92ble #HBDFreddy",7
@salaprensaCantv @SomosMovilnet @movistar_F1 Cumarebo sigue igual!!!,3
@Cargador2LoL @vodafone_es @movistar_es Cualquier asistencia es mejor que la de @vodafone_es. Es incomprensible e i https://t.co/BrEfVE7mT0,2
deseo morir,3
estoy s\9Cper feliz de tener a javi porque es la \F2NICA persona con la que puedo fangirlear sobre mi grupo favorito sab\8Eis lo que es eso,7
@octaviozc \nGracias a tu por tu preferencia. Recuerda que eres importante para mi.  MV,5
@Perla_jcd Hola. Te comparto el link en donde viene la informacion sobre la red 5G: https://t.co/Cvw8JvAFnY. Saludos.,5
Estoy super feliz por que mi bebe hoy cumple 21 a\96os Ahora ya es todo un hombre echo y derecho @villalobossebas,7
no me agrada esto,3
Estoy s\9Cper mega feliz,7
aqui apesta,2
Amo Little Mix! Son una chicas super talentosas y estoy feliz de que esten teniendo el reconocimiento que merecen #BRITVIDLITTLEMIX,7
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
"@Mayragv13 te lo super mereces, estoy muy feliz por ti",7
puta madre,1
Mas cobranza ilegal por parte de @ATTMx,2
"Nah, no estoy drogada. Solo estoy super mega hiper feliz .",7
@_cbkm o al correo servicio@telcel.com,4
RT @XatakaMexico: Mexico es el segundo pais con mejor cobertura 4G LTE en Latinoamerica https://t.co/Sbhmu4MESR https://t.co/KY6jroSxdc,4
Estoy s\9Cper feliz neta,7
RT @ihate_snakeu: Yo nunca estuve en contra de una segunda fecha pero mas les vale si a todas que llenen el movistar,5
Colombia y México,6
RT @BryceArru: Muy buenos dias se inicia la Comision Permanente del @congresoperu con la participacion de la Ministra de Educacion. 550 y 7,5
En la actividad de @liga_telmex_nba de @fundaciontelmex @Telcel hoy se realiza una clinica de Basketball para ninos https://t.co/qMbznfoipO,5
Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes https://t.co/cWo09P7aP4 https://t.co/br1V3s6X1w,4
Estoy super feliz . Por fin en mis manos #StayWeird en Italia pic.twitter.com/f8FUxJqOOu,7
